"","Title","Author_URL","Author_Name","App_Version","Rating","Review","Date","app_name","ReviewLength"
"306","Taking away best feature","https://itunes.apple.com/us/reviews/id694209169","TheIrishRm","3.57.2",1,"So... when you don’t pay for headspace, you get a few basic courses, and the sleepcasts library. But not anymore. Now you have to pay for everything. Literally everything. All the prices are so high. If you make sleepcasts free again, I will most definitely change this review to 5 stars. Until then, I’m disappointed headspace.",2019-05-26,"headspace",328
"307","Would give 0 stars if I could","https://itunes.apple.com/us/reviews/id11778935","Lauraloo157","3.57.2",1,"I wasn’t given any warning my subscription would auto renew. When I tried to cancel the auto renewal apple said that wasn’t possible but now my account is supposed to be active until 5/18/2020 yet headspace says I don’t have a subscription. Not only is this the most expensive meditation app I’ve found but they charged me and locked me out of my account. There are technical issues that need fixed!",2019-05-26,"headspace",399
"308","LOVE THIS APP! Just..one thing...","https://itunes.apple.com/us/reviews/id324592855","Omccord","3.57.2",4,"Ok, so I knowwww it sounds bratty but..<U+0001F92A>, I really wish we could have some variety EVEN IF we didn’t buy the pass, bc some family’s can’t afford one. It’s SUPER expensive!<U+0001F970><U+0001F970><U+0001F970>love y’all tho!<U+0001F498><U+0001F92A><U+0001F496>",2019-05-26,"headspace",192
"309","Great App!!!","https://itunes.apple.com/us/reviews/id606349246","Tianm94","3.57.2",5,"Headspace is the real deal, it has helped me tremendously throughout my ups and downs. Thank you!!",2019-05-26,"headspace",98
"310","The best way to meditate","https://itunes.apple.com/us/reviews/id39694831","petreska3","3.57.2",5,"Headspace has been the only method capable of engaging me in daily meditation.  I contains simple and informative introductions to meditation and a much deeper dive into subject.  Completely worth the yearly subscription.",2019-05-25,"headspace",221
"311","Good for a start","https://itunes.apple.com/us/reviews/id81013351","Lady chiver","3.57.2",4,"If you are going to commit to meditation long term, there isn’t enough free material on the basic app to give you something new all the time. But I guess one you learn how to meditate you won’t need a dude talking to you all the time.  So far so good.",2019-05-25,"headspace",251
"312","Air Traffic Controller","https://itunes.apple.com/us/reviews/id383525598","NBenoist","3.57.2",5,"I am an Air Traffic Controller with the FAA and this app has been a game changer for me. This job can cause an incredible amounts of sustained stress and anxiety for a variety of reasons. The meditations in this app have had a phenomenal effect, not just in my over all quality of life, but in my job performance as well. It is astonishing the effect that a few 10 minute meditations can have on my entire day! I have not felt this emotionally resilient in years. Thank you to the creator of this app!",2019-05-25,"headspace",501
"313","Amazing!!!!!!!","https://itunes.apple.com/us/reviews/id542153952","qerctxrsrwjnknugjnkmo","3.57.2",5,"Sooo cool and relaxing!!!!",2019-05-24,"headspace",26
"314","Be good to yourself and others","https://itunes.apple.com/us/reviews/id16781163","Wilkes1925","3.57.2",5,"The more I do this meditation, the more aware I am of the tension I hold in my body.
This app is great for me because I can choose how many minutes I meditate and it tracks it for you. 
I also enjoy the packs. I finished, creativity, anxiety and kindness... they’re all helpful and healing. Be good to yourself and start a meditation plan.",2019-05-24,"headspace",339
"315","Love it but to expensive and uninstalling","https://itunes.apple.com/us/reviews/id217134668","kalhie (:","3.57.2",2,"I used to have this app when it used to be free. I deleted it because The app started locking everything up so I uninstalled it. But a friend reminded me of this app after years since I first installed it. I installed it again to find out that everything is basically locked except for the first basic meditation courses and one of the sleep aids. I’ve been really needing to get back in a better headspace but apparently that cost $100 - 399. Which is to expensive for a full time current college student with a part time job. I enjoyed it free while it lasted but probably will be discontinuing and then uninstalling the app on my phone again until they have more reasonable prices or go back to being free.",2019-05-24,"headspace",709
"316","recommend","https://itunes.apple.com/us/reviews/id609885544","lyf5","3.57.2",5,"very helpful when stressed",2019-05-24,"headspace",26
"317","This works","https://itunes.apple.com/us/reviews/id1023426397","johnathan.R","3.57.2",5,"I LOVE headspace I am already always calm but i now alway feel more calm",2019-05-24,"headspace",72
"318","Ripped off","https://itunes.apple.com/us/reviews/id1023378655","joethore","3.57.2",1,"The app offered me a subscription and I said no but it still charged me 95 dollars",2019-05-23,"headspace",82
"319","New to meditation? This is for you!","https://itunes.apple.com/us/reviews/id203917136","XM2MJH","3.57.2",5,"I like it! I’m on session 4 of the basics, and even though I don't feel any different at least I have a better understanding of what meditation is and how it works. This app is perfect for anyone curious about meditation.",2019-05-23,"headspace",221
"320","Be wary","https://itunes.apple.com/us/reviews/id14922379","anowqry","3.57.2",1,"I purchased a 12 month membership. My understanding was that if I cancelled the membership during the 12 month period I would be refunded for the remaining months. First, it was very difficult to work out how to cancel. Second, I have not been able to work out how to get a refund. So my recommendation is to be wary!",2019-05-23,"headspace",317
"321","I RECOMMEND TO ANYONE W DEPRESSION/ANXIETY","https://itunes.apple.com/us/reviews/id117768887","Trey Camby","3.57.2",5,"This is a great app to learn yourself more and to be more in tune w how you feel emotionally, physically, and mentally. I love meditation as I have been practicing for a couple months now. I used to practice regularly a year ago although I took time off. I recommend this to anyone w depression and/or anxiety",2019-05-23,"headspace",309
"322","Growth hacks have no place in a meditation app","https://itunes.apple.com/us/reviews/id211981960","Carnage4Eva","3.57.2",1,"I launched the app and got nagged to use the app more so they can hit 1 billion minutes of usage in May then they'd donate to charity. Besides the point that you don't need me to use your app to donate to charity, if you're at 120 million minutes in the last week of the month then you aren't going to hit 1 billion so all that notice does is cause anxiety & stress on viewers. 

I canceled my subscription but since I have a yearly subscription through November I guess I'm stuck with this app and its flood of garbage growth hacks for the next few months.",2019-05-23,"headspace",557
"323","Learning to meditate <U+0001F33B>","https://itunes.apple.com/us/reviews/id256949575","farmgirlT-537","3.57.2",5,"This was great for me. I could never meditate before. I like the teaching and starting small and learning more each time. Building the foundation to be in the moment when meditating. Thank you much<U+0001F64F><U+0001F3FB>.",2019-05-23,"headspace",200
"324","My good time","https://itunes.apple.com/us/reviews/id218662530","JulieCHB","3.57.2",5,"When I first started I was like I dont know if this would work but when I tried it this app was really good and in 5 minuets I feel better than I ever felt",2019-05-23,"headspace",155
"325","Headspace","https://itunes.apple.com/us/reviews/id579861498","lynned54","3.57.2",5,"I just really love headspace is help me so much meditation has become a way of life for me and headspace is a big part of that thank you",2019-05-23,"headspace",136
"326","Best meditation app ever!","https://itunes.apple.com/us/reviews/id162302544","Hawaiigirl26","3.57.2",5,"What would I do without my Headspace app to get me through my days... it’s the BEST!",2019-05-23,"headspace",84
"327","Great app","https://itunes.apple.com/us/reviews/id177187698","hioiii1111","3.57.2",5,"Best app, 100% worth the cost if you commit",2019-05-23,"headspace",43
